"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"03/31/2014","BA-201401509","Arborist Illegal Activity","3053 MCLENDON CIR NW, ATLANTA GA 30318","Work conducted around the base of multiple trees without permit:1.) Oak, 8"" dbh, located back center of property, old flagging.2.) Pine, 18"" dbh, located back center of property, old flagging.3.) Cherry, 9"" dbh, located back left of property, leaning on neighbors tree.4.) Pine, 10"" dbh, located back left of property, old flagging.5.) Pine, 17"" dbh, located back left of property.6.) Beech, 6"" dbh, located back center of property.These trees were all impacted by machinery while conducting sewer line repairs in the backyard.","Illegal Activity","Assigned",,
"03/27/2014","BA-201401434","Arborist Illegal Activity","2654 ELLWOOD DR NE, ATLANTA GA 30305","Illegal Destruction of Five Trees:29"" White Oak36"" White Oak16"" Hickory36"" White Oak8"" Hickory","Illegal Activity","Assigned",,
"03/25/2014","BA-201401384","Arborist Illegal Activity","1051 EDISON GARDEN NE, ATLANTA GA 30324","Illegal Destruction of:14"" Tulip Poplar","Illegal Activity","Fine",,
"03/21/2014","BA-201401302","Arborist Illegal Activity","985 DAWN VIEW LN NW, ATLANTA GA 30327","Illegal Activity","Illegal Activity","Assigned",,
"03/19/2014","BA-201401238","Arborist Illegal Activity","1056 STOVALL BLVD NE, ATLANTA GA 30319","Illegal DestructionThere is a concern in regards to the trees on this property located at 1056 Stovall Boulevard.  The trees appear to have been illegally impacted by construction work that was permitted by the building process on the property located at 1066 Stovall Boulevard.   The concern is that the contractors has been neglegent in cutting the neighbor tree roots.  The concern is that the impact to the roots will and may cause the trees to die.  Please investigate this matter.","Illegal Destruction","Assigned",,
"03/19/2014","BA-201401248","Arborist Illegal Activity","1116 ROXBORO DR NE, ATLANTA GA 30324","Illegal RemovalThree viable pines were removed with unknown diameters.","Illegal Removal","Assigned",,
"03/19/2014","BA-201401267","Arborist Illegal Activity","1066 STOVALL BLVD NE, ATLANTA GA 30319","Illegal destruction of:9"" Holly","Illegal Activity","Assigned",,
"03/18/2014","BA-201401225","Arborist Illegal Activity","1937 COUNTY LINE RD SW, ATLANTA GA 30331","There is a report of trees being Illegally removed from the property located at 1937 County Line Road, SW.  There is no permit for removal of trees.  Please investigate this matter.","Illegal Removal","Closed - No Violation Found",,
"03/17/2014","BA-201401188","Arborist Illegal Activity","1023 SOMERSET DR NW, ATLANTA GA 30327","Illegal Activity","Illegal Activity","Closed - No Violation Found",,
"03/14/2014","BA-201401164","Arborist Illegal Activity","3900 RANDALL MILL RD NW, ATLANTA GA 30327","Illegal RemovalPlease investigate","Illegal Removal","Assigned",,
"03/13/2014","BA-201401129","Arborist Illegal Activity","4428 LOVRIDGE DR SW, ATLANTA GA 30331","Illegal Removal Destruction:Pine, 20"" diameter at breast height, located back center of property.","Illegal Removal Destruction","Assigned",,
"03/12/2014","BA-201401108","Arborist Illegal Activity","4428 LOVRIDGE DR SW, ATLANTA GA 30331","Complaint","Complaint","Assigned",,
"03/11/2014","BA-201401088","Arborist Illegal Activity","3886 NORTHSIDE DR NW, ATLANTA GA 30342","Unidentified caller states trees are being cut down in flood plain without a permit.","illegal destruction","Assigned",,
"03/06/2014","BA-201400996","Arborist Illegal Activity","828 RALPH MCGILL BLVD NE, ATLANTA GA 30306","Illegal destruction of two trees of unknown diameter at breast height. Trees are located at 850 Ralph McGill Blvd. (Adjacent Property)","Illegal Activity","Assigned",,
"02/28/2014","BA-201400902","Arborist Illegal Activity","2471 OVIDA CIR SW, ATLANTA GA 00000","Illegal Removal Destruction:2471 Ovida Circle SWBradford Pear, 16"" diameter at breast height, located front right of property, between driveways of 2471 and 2463 Ovida Circle SW. Tree had no indication of being DDH. Tree was laying across driveway and into the street, Clark and Son Tree Experts/Arboretum onsite, suggested they did not need a permit, argumentative, suggested I stay out of their area. Explained that the tree fell over and they were cleaning it up for the homeowner.Spoke with Homeowner, Diane Smith 678-247-7426Tree","Illegal Activity","Assigned",,
"02/28/2014","BA-201400904","Arborist Illegal Activity","1975 TIGER FLOWERS DR NW, ATLANTA GA 30314","Illegal Removal Destruction:1975 Tiger Flowers Drive NWWater Oak, 41"" diameter at breast height, located front center of property. Tree was removed without tree removal permit.","Illegal Removal Destruction","Assigned",,
"02/05/2014","BA-201400540","Arborist Illegal Activity","3397 ROCKHAVEN CIR NE, ATLANTA GA 30324","ComplaintThere is a concern in regards to several trees located in the back yard near the property line on the property located at 3397 Rockhaven Circle, NE.  The owner of this property has reasons to believe that the neighbor behind there property has sprayed toxic chemicals on the trees located on their property which may have destroyed them or has caused them to deterior rate, also that that person has cut down one of his trees illegally.  Please investigate this matter.","Complaint","Assigned",,
"02/04/2014","BA-201400508","Arborist Illegal Activity","718 DARLINGTON RD NE, ATLANTA GA 30305","DDH","DDH","Assigned",,
"02/03/2014","BA-201400489","Arborist Illegal Activity","718 DARLINGTON RD NE, ATLANTA GA 30305","Illegal destruction of two trees of unknown diameter:2 Pines","Illegal Activity","Assigned",,
"01/27/2014","BA-201400421","Arborist Illegal Activity","3796 PARIAN RIDGE RD NW, ATLANTA GA 30327","Illegal Activity","Illegal Activity","Assigned",,
"01/22/2014","BA-201400347","Arborist Illegal Activity","1672 LENOX RD NE, ATLANTA GA 30306","Illegal destruction of two trees of unknown diameter:(2) Pines","Illegal Activity","Fine",,
"01/17/2014","BA-201400289","Arborist Illegal Activity","3750 TUXEDO RD NW, ATLANTA GA 30305","Illegal RemovalSince the first investigation there has been several other trees illegally removed from the property located at 3750 Tuxedo Road, NW.   Please investigate this matter again.","Illegal Removal","Closed - No Violation Found",,
"01/15/2014","BA-201400231","Arborist Illegal Activity","811 AMSTERDAM AVE NE, ATLANTA GA 30306","Illegal destruction of two pines of unknown diameter.","Illegal Activity","Fine",,
"01/14/2014","BA-201400199","Arborist Illegal Activity","51 PEYTON PL SW, ATLANTA GA 30311","Multiple trees removed without permit from Peyton Village, owner James Evans, 404-353-2111.1.) Pine, 13"" dbh, located back left of property.2.) Pine, 37"" dbh, located back center of property.3.) Pine, 35"" dbh, located back center of property.4.) River Birch, co-dominant, 18"" and 18"" dbh, located far back center of property.5.) Pine, 20"" dbh, located far back center of property.6.) Pine, 20"" dbh, located far back center of property.7.) Pine, 20"" dbh, located far back center of property.8.) Sycamore, 21"" dbh, located front center of property.","Illegal Removal Destruction","Assigned",,
"01/07/2014","BA-201400096","Arborist Illegal Activity","394 7TH ST NE, ATLANTA GA 30308","Illegal Removal Hardwood 7""","Illegal Removal","Assigned",,
"12/31/2013","BA-201307812","Arborist Illegal Activity","594 STOKESWOOD AVE SE, ATLANTA GA 30316","Illegal Removal of 18"" Hardwood from front right of property, this was observed during the Arborist Final.","Illegal Removal","Assigned",,
"12/23/2013","BA-201307757","Arborist Illegal Activity","718 DARLINGTON RD NE, ATLANTA GA 30305","Illegal removal of 3 trees of unknown diameter:2 Pines1 Magnolia","Illegal Activity","Assigned",,
"12/18/2013","BA-201307679","Arborist Illegal Activity","1050 PONCE DE LEON AVE NE, ATLANTA GA 30306","removal of 2 Zelkova","illegal destruction","Fine",,
"12/09/2013","BA-201307515","Arborist Illegal Activity","888 TETON AVE SE, ATLANTA GA 30312",,"Investigation","Pending - Illegal Activity",,
"12/09/2013","BA-201307516","Arborist Illegal Activity","888 TETON AVE SE, ATLANTA GA 30312","Illegal Destruction, Eastern Red Cedar, 26"" diameter at breast height, located front center of property. Approximately 50% of the root base was trenched around during plumbing work.","Illegal Destruction","Assigned",,
"12/04/2013","BA-201307404","Arborist Illegal Activity","694 WESLEY DR NW, ATLANTA GA 30305","Illegal Removal","Illegal Removal","Assigned",,
"12/03/2013","BA-201307372","Arborist Illegal Activity","1607 WOODBINE AVE SE, ATLANTA GA 30317","Illegal RemovalThere is a concern that several trees were removed from the property located at 1607 Woodbine Avenue, SE.  Please investigate this matter.","Illegal Removal","Assigned",,
"11/21/2013","BA-201307261","Arborist Illegal Activity","781 HIGHLAND TER NE, ATLANTA GA 00000","Illegal Destruction of:29"" White Oak","Illegal Activity","Assigned",,
"11/20/2013","BA-201307227","Arborist Illegal Activity","2648 FORREST WAY NE, ATLANTA GA 30305","Illegal Removal","Illegal Removal","Assigned",,
"11/19/2013","BA-201307217","Arborist Illegal Activity","885 GLENBROOK DR NW, ATLANTA GA 30318","Illegal Removal","Illegal Removal","Open",,
"11/19/2013","BA-201307220","Arborist Illegal Activity","351 COCHRAN DR NW, ATLANTA GA 30327","stumps in rear yard","photos showing trees removed w/o permit","Assigned",,
"11/18/2013","BA-201307166","Arborist Illegal Activity","4614 EAST CONWAY DR NW, ATLANTA GA 30327","Illegal Removal","Illegal  Removal","Assigned",,
"11/18/2013","BA-201307189","Arborist Illegal Activity","2246 MONTROSE AVE SW, ATLANTA GA 30311","DDH","DDH","Assigned",,
"11/13/2013","BA-201307098","Arborist Illegal Activity","132 WHITEFOORD AVE SE, ATLANTA GA 30317","1.) Pecan, 25"" dbh2.) Sycamore, 44"" dbh3.) Cherry, 20"" dbhThree trees removed without permit.","Illegal Activity","Assigned",,
"11/12/2013","BA-201307070","Arborist Illegal Activity","132 WHITEFOORD AVE SE, ATLANTA GA 30317","Illegal Activity","Illegal Activity","Assigned",,
"11/07/2013","BA-201307010","Arborist Illegal Activity","89 BLACKLAND RD NW, ATLANTA GA 30342","Fine and Fee was paid under pool permit. See BA-201306675","site inspection","Fines Paid",,
"11/06/2013","BA-201306962","Arborist Illegal Activity","692 DARLINGTON CIR NE, ATLANTA GA 30305","Illegal Removal","Illegal Removal","Assigned",,
"11/05/2013","BA-201306940","Arborist Illegal Activity","559 CANDLER ST NE, ATLANTA GA 30307","Illegal RemovalPlease investigate they may have removed trees before time.","Illegal Removal","Closed",,
"10/29/2013","BA-201306773","Arborist Illegal Activity","1212 MONROE DR NE, ATLANTA GA 30306","Illegal Destruction of:Oak 14""","Illegal Activity","Assigned",,
"10/25/2013","BA-201306722","Arborist Illegal Activity","29 ROANOKE AVE NE, ATLANTA GA 30305","Illegal Removal of trees on the right side of house, and maybe behind the house in the back yard.","Illegal Removal","Assigned",,
"10/21/2013","BA-201306596","Arborist Illegal Activity","1366 GREENLAND DR NE, ATLANTA GA 30306","Illegal destruction of:18"" Sweetgum","Illegal Destruction","Assigned",,
"10/17/2013","BA-201306527","Arborist Illegal Activity","325 OAK DR SE, ATLANTA GA 30354","Illegal Destruction","Illegal Destruction","Closed - No Violation Found",,
"10/15/2013","BA-201306445","Arborist Illegal Activity","775 YORKSHIRE RD NE, ATLANTA GA 30306","Illegal removal of three trees.17"" Hardwood22"" Pine12"" Hardwood","Illegal Activity","Assigned",,
"10/11/2013","BA-201306394","Arborist Illegal Activity","3000 MARGARET MITCHELL DR NW, ATLANTA GA 30327","Illegal ActivityThere is a concern that several trees have been taken down illegally on this property.  Please investigate this matter.","Illegal Activity","Closed - No Violation Found",,
"10/11/2013","BA-201306408","Arborist Illegal Activity","775 YORKSHIRE RD NE, ATLANTA GA 30306","check for illegally destroyed trees.","investigation","Fine",,
"10/09/2013","BA-201306338","Arborist Illegal Activity","2411 DELLWOOD DR NW, ATLANTA GA 30305","Illegal Removal","Illegal Removal","Closed - No Violation Found",,
"10/09/2013","BA-201306344","Arborist Illegal Activity","1660 DETROIT AVE NW, ATLANTA GA 30314","Illegal Removal Destruction","Illegal Removal Destruction","Assigned",,
"10/07/2013","BA-201306224","Arborist Illegal Activity","3795 HADDON HALL RD NW, ATLANTA GA 30327","see if contractor is in compliance with approved set of plans-  including tree protection fence,","investigation","No Violation Found",,
"10/04/2013","BA-201306206","Arborist Illegal Activity","39 KENMARE HALL DR NE, ATLANTA GA 30324","Illegal Removal","Illegal Removal","Assigned",,
"10/03/2013","BA-201306195","Arborist Illegal Activity","2527 EDWARDS DR NW, ATLANTA GA 30318","investigate if silt fence has destroyed any trees in front yard.","investigation","No Violation Found",,
"10/02/2013","BA-201306140","Arborist Illegal Activity","229 LITTLE JOHN TRL NE, ATLANTA GA 30309","Illegal destruction due to encroachment on structural root plate.  Trees affected:Magnolia 8""Japanese Maple 11""","Illegal Destruction","Fine",,
"09/30/2013","BA-201306031","Arborist Illegal Activity","306 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305","Illegal RemovalReceived a call in regards to over 13 trees being removed from the front yard of this property.  There is a permit for only two trees found in our accela system to be removed.  Please investigate this matter.","Illegal Removal","Closed - No Violation Found",,
"09/27/2013","BA-201305995","Arborist Illegal Activity","781 BRAEMAR AVE SW, ATLANTA GA 30311","Maybe Illegal Removal","Illegal Removal","Assigned",,
"09/25/2013","BA-201305951","Arborist Illegal Activity","839 CLIFTON RD SE, ATLANTA GA 30316","Illegal removal of two trees, frontyard.","Illegal Removal of Trees","Assigned",,
"09/25/2013","BA-201305953","Arborist Illegal Activity","551 TRABERT AVE NW, ATLANTA GA 30309","Illegal Removal","Illegal Removal","Closed - No Violation Found",,
"09/23/2013","BA-201305858","Arborist Illegal Activity","115 SISSON AVE NE, ATLANTA GA 30317","Illegal Removal Destruction","Illegal Removal Destruction","Assigned",,
"09/20/2013","BA-201305807","Arborist Illegal Activity","4036 STOVALL TER NE, ATLANTA GA 30305","Illegal Destruction of 4 trees for a total of 49 inches in diameter. 17"" Hardwood10"" Hardwood8"" Hardwood14"" Hardwood","Illegal Activity","Assigned",,
"09/17/2013","BA-201305688","Arborist Illegal Activity","1566 STEELE DR NW, ATLANTA GA 30309","Illegal Removal","Illegal Removal","Assigned",,
"09/16/2013","BA-201305677","Arborist Illegal Activity","4086 STATEWOOD RD NE, ATLANTA GA 30342","check tree protection fencing, check impact on front yard trees impacted when tree fencing was not in place.  Call neighbor Sally Silver @ 404-261-7854.","site inspection","Assigned",,
"09/12/2013","BA-201305554","Arborist Illegal Activity","819 PONCE DE LEON TER NE, ATLANTA GA 30306","Pine 22""Pine 23""Pine 22""Pine 24""","Illegal Destruction","Assigned",,
"09/09/2013","BA-201305458","Arborist Illegal Activity","204 POWELL ST SE, ATLANTA GA 30316","check existing trees for impact by new building constructed without permit.","construction with out permit","Closed - No Violation Found",,
"09/09/2013","BA-201305460","Arborist Illegal Activity","3571 PACES FERRY RD NW, ATLANTA GA 30327","Check for trees destroyed by illegal earth dumping.  Check health status of trees scheduled for destruction.","illegal earth dumping","Open",,
"09/03/2013","BA-201305279","Arborist Illegal Activity","279 OXFORD PL NE, ATLANTA GA 30307","Spiking of 3 trees for pruning. Trees are located on neighboring property to the left. Hickory 21""Tulip Poplar 21""Pecan 15""","Illegal Destruction","Assigned",,
"09/03/2013","BA-201305309","Arborist Illegal Activity","147 OAKCLIFF CT NW, ATLANTA GA 30331","Illegal Removal","Illegal Removal","Closed - No Violation Found",,
"08/22/2013","BA-201305085","Arborist Illegal Activity","3280 WEST ROXBORO RD NE, ATLANTA GA 30324","Illegal Removal of 7 trees at a total of 117 inches of diameter. Pine: 18Pine: 15Pine: 15Pine: 19Pine: 15Pine: 20Pine: 15","Illegal Removal","Open",,
"08/21/2013","BA-201305034","Arborist Illegal Activity","3406 LYNFIELD DR SW, ATLANTA GA 30311","Illegal Removal","Illegal Removal","Assigned",,
"08/21/2013","BA-201305037","Arborist Illegal Activity","3422 LYNFIELD DR SW, ATLANTA GA 30311","Pine tree was said to have been removed from front yard without a permit.","Illegal Removal","Closed - No Violation Found",,
"08/21/2013","BA-201305043","Arborist Illegal Activity","3280 WEST ROXBORO RD NE, ATLANTA GA 30324","DDH","DDH","Terminated",,
"07/24/2013","BA-201304307","Arborist Illegal Activity","43 LAKE FORREST LN NE, ATLANTA GA 30342","ComplaintIllegal tree removal","Complaint","Assigned",,
"07/23/2013","BA-201304278","Arborist Illegal Activity","2266 1ST AVE NE, ATLANTA GA 30317","ComplaintThere waw a report that trees where being destroyed at this property located at 2266 1st Avenue, NE.","Complaint","Assigned",,
"07/23/2013","BA-201304295","Arborist Illegal Activity","2266 1ST AVE NE, ATLANTA GA 30317","Illegal Destruction of a 26"" Red Oak","Illegal Activity","Assigned",,
"07/18/2013","BA-201304134","Arborist Illegal Activity","3483 RIDGEWOOD RD NW, ATLANTA GA 30327","Illegal ActivityRemoval of trees without permit","Complaint","Closed - No Violation Found",,
"07/12/2013","BA-201303981","Arborist Illegal Activity","75 MONTGOMERY FERRY RD NE, ATLANTA GA 30309","Illegal destruction of Ash and Hackberry located at the rear right and alley way due to emergency sewerage work.","Illegal Activity","Assigned",,
"07/12/2013","BA-201303992","Arborist Illegal Activity","3791 NORTH STRATFORD RD NE, ATLANTA GA 30342","Illegal destruction of 30"" Pine located at rear left of 3791. Damage to structural root plate.","Illegal Activity","Assigned",,
"07/11/2013","BA-201303975","Arborist Illegal Activity","2512 ACORN AVE NE, ATLANTA GA 30305","Illegal Destruction - TPF missing or improperly placed. Structural root plate of 17"" Pine destroyed. Second offence. First stop order placed by Dave Tachon on 2/22/13.","Illegal Destruction","Assigned",,
"07/10/2013","BA-201303928","Arborist Illegal Activity","3156 EAST WOOD VALLEY RD NW, ATLANTA GA 30327","Linda Trower reported illegal tree removal of trees during the holiday period.","Illegal Destruction","Closed - No Violation Found",,
"07/03/2013","BA-201303777","Arborist Illegal Activity","1792 WHITE OAK HOLLOW NE, ATLANTA GA 30324","Illegal Destruction","Illegal Activity","Assigned",,
"07/02/2013","BA-201303764","Arborist Illegal Activity","1366 GREENLAND DR NE, ATLANTA GA 30306","Illegal destruction.","Illegal Activity","Assigned",,
"07/02/2013","BA-201303765","Arborist Illegal Activity","1285 LANIER PL NE, ATLANTA GA 30306","Illegal Destruction","Illegal Activity","Assigned",,
"06/28/2013","BA-201303672","Arborist Illegal Activity","1636 ROGERS AVE SW, ATLANTA GA 30310","Illegal Activity-Destruction","Illegal Activity-Destruction","Assigned",,
"06/24/2013","BA-201303489","Arborist Illegal Activity","1198 NILES AVE NW, ATLANTA GA 30318","Charles Pickett at 924 Hall Place, NW reported illegal removal of ""huge magnolia tree""on Sturday night (June 22nd, 2013)","Illegal Activity","Assigned",,
"06/17/2013","BA-201303365","Arborist Illegal Activity","2524 BLACK FOREST TRL SW, ATLANTA GA 30331","Three pine trees were removed without a permit","Illegal activity","Assigned",,
"06/11/2013","BA-201303221","Arborist Illegal Activity","500 PLAINVILLE DR SW, ATLANTA GA 30331","Illegal Activity","Illegal Activity","Assigned",,
"06/11/2013","BA-201303226","Arborist Illegal Activity","522 PLAINVILLE DR SW, ATLANTA GA 30331","Illegal Activity","Illegal Activity","Assigned",,
"06/11/2013","BA-201303246","Arborist Illegal Activity","528 PLAINVILLE DR SW, ATLANTA GA 30331","Illegal Removal of Trees","Illegal Removal of Trees","Assigned",,
"05/31/2013","BA-201303024","Arborist Illegal Activity","925 WILDWOOD RD NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Fine",,
"05/24/2013","BA-201302864","Arborist Illegal Activity","1919 LEBANON DR NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Closed - Illegal Activity",,
"05/21/2013","BA-201302780","Arborist Illegal Activity","676 LANGSTON DR SW, ATLANTA GA 30315","Illegal Tree Destruction","Illegal Tree Destruction","Assigned",,
"05/16/2013","BA-201302652","Arborist Illegal Activity","180 FLAT SHOALS AVE SE, ATLANTA GA 30316","Illegal removal 55"" Water Oak and 46"" Catalpa at the front entrance of Amber Apartments at 180 Flat Shoals Ave SE","Illegal Activity","Assigned",,
"05/14/2013","BA-201302587","Arborist Illegal Activity","1571 FAIRBURN RD SW, ATLANTA GA 30331","Illegal Tree Removal","Illegal Tree Remoal","Assigned",,
"05/14/2013","BA-201302588","Arborist Illegal Activity","208 BROADLAND CT NW, ATLANTA GA 30342","Illegal tree removal","Illegal tree removal","Assigned",,
"04/29/2013","BA-201302231","Arborist Illegal Activity","927 WILDWOOD RD NE, ATLANTA GA 30324","Illegal Destruction - Magnolia","Illegal Destruction","Open",,
"04/17/2013","BA-201301974","Arborist Illegal Activity","546 CANDLER PARK DR NE, ATLANTA GA 30307",,"Arborist Complaint","Pending - Illegal Activity",,
"04/17/2013","BA-201301975","Arborist Illegal Activity","546 CANDLER PARK DR NE, ATLANTA GA 30307","Illegal Activity","Illegal Activity","Open",,
"04/15/2013","BA-201301905","Arborist Illegal Activity","486 PONCE DE LEON AVE NE, ATLANTA GA 30308","ILLEGAL DESTRUCTION","ILLEGAL DESTRUCTION","Assigned",,
"04/04/2013","BA-201301710","Arborist Illegal Activity","445 RIDGEWOOD RD NE, ATLANTA GA 30307",,"Neighbor Complaint","Assigned",,
"04/02/2013","BA-201301647","Arborist Illegal Activity","2009 PALIFOX DR NE, ATLANTA GA 30307","1 tree cut without permit","illegal destruction","Open",,
"03/26/2013","BA-201301480","Arborist Illegal Activity","1092 DAWN VIEW LN NW, ATLANTA GA 30327","Poplar located at nor5theasr corner of now home a couple feet over property line.","illegal destruction of 27"" poplar","Open",,
"03/25/2013","BA-201301459","Arborist Illegal Activity","75 VINSON DR SE, ATLANTA GA 30317","removal of 2 trees","illegal activity","Open",,
"03/05/2013","BA-201301041","Arborist Illegal Activity","1913 WILDWOOD PL NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Open",,
"03/05/2013","BA-201301042","Arborist Illegal Activity","11 ROSE GATE DR NE, ATLANTA GA 30342","illegal tree removal","illegal tree removal","Open",,
"03/04/2013","BA-201301030","Arborist Illegal Activity","56 PARK LN NE, ATLANTA GA 30309","Multi-stem Holly - More than 20% live canopy removed","Illegal activity","Open",,
"02/27/2013","BA-201300975","Arborist Illegal Activity","475 ROCK SPRINGS RD NE, ATLANTA GA 30324",,"Site Investigation","Pending - Illegal Activity",,
"02/21/2013","BA-201300862","Arborist Illegal Activity","3054 AZLEE PL NW, ATLANTA GA 30318","Per attached pictures, tree was removed without a permit.Property owner states that tree was dead.Check is tre was dead or alive. Check logs placed in dumpster.","Illegal activity","Closed - No Violation Found",,
"01/18/2013","BA-201300288","Arborist Illegal Activity","349 PATTERSON AVE SE, ATLANTA GA 30316","illegal activity","illegal activity","Open",,
"01/11/2013","BA-201300183","Arborist Illegal Activity","790 CASCADE RD SW, ATLANTA GA 30310","ARBORIST ILLEGAL DESTRUCTION","ARBORIST ILLEGAL DESTRUCTION","Closed - No Violation Found",,
"01/10/2013","BA-201300167","Arborist Illegal Activity","4383 WEST CLUB DR NE, ATLANTA GA 30319","ARBORIST ILLEGAL DESTRUCTION","ARBORIST ILLEGAL DESTRUCTION","Assigned",,
"01/10/2013","BA-201300169","Arborist Illegal Activity","687 CASCADE RD SW, ATLANTA GA 30310","ARBORIST ILLEGAL DESTRUCTION","ARBORIST ILLEGAL DESTRUCTION","Closed - No Violation Found",,
"01/09/2013","BA-201300112","Arborist Illegal Activity","2880 ALPINE RD NE, ATLANTA GA 30305","illegal activity","illegal activity","Open",,
"12/14/2012","BA-201206324","Arborist Illegal Activity","1035 MORELAND AVE SE, ATLANTA GA 30316","Office of Councilmember Carla Smith - Brenda Hampton reported that a constituent complained about trees being removed at 1035 Moreland by AAA Tree Service. Reportely, without a permit.","Illegal Activity","Open",,
"12/10/2012","BA-201206236","Arborist Illegal Activity","3290 WEST SHADOWLAWN AVE NE, ATLANTA GA 30305","illegal activity","illegal activity","Open",,
"11/28/2012","BA-201206068","Arborist Illegal Activity","4505 LAKE FORREST DR NE, ATLANTA GA 30342","illegal activity","illegal activity","Open",,
"11/09/2012","BA-201205845","Arborist Illegal Activity","3509 BOULDER PARK DR SW, ATLANTA GA 30331","removed (1) 23""oak without permit","illegal removal","Open",,
"11/07/2012","BA-201205803","Arborist Illegal Activity","2915 CASCADE RD SW, ATLANTA GA 30311","illegal activity","illegal activity","Open",,
"11/05/2012","BA-201205738","Arborist Illegal Activity","2929 CASCADE RD SW, ATLANTA GA 30311",,"illegal tree destruction","Pending - Illegal Activity",,
"10/30/2012","BA-201205623","Arborist Illegal Activity","441 OAKDALE RD NE, ATLANTA GA 30307",,"investigation","Pending - Illegal Activity",,
"10/10/2012","BA-201205242","Arborist Illegal Activity","2974 HARDMAN CT NE, ATLANTA GA 30305","illegal activity","illegal activity","Open",,
"10/09/2012","BA-201205180","Arborist Illegal Activity","546 JOHN WESLEY DOBBS AVE NE, ATLANTA GA 30312","Complaint received about trees being destroyed by grading activity","Illegal Activity","Assigned",,
"10/04/2012","BA-201205120","Arborist Illegal Activity","1842 ALMETA AVE NE, ATLANTA GA 30307","ILLEGAL DESTRUCTION","ILLEGAL DESTRUCTION","Assigned",,
"10/01/2012","BA-201205026","Arborist Illegal Activity","2504 BIRCHWOOD DR NE, ATLANTA GA 30305","illegal activity","illegal activity","Open",,
"09/20/2012","BA-201204784","Arborist Illegal Activity","454 BLAKE AVE SE, ATLANTA GA 30316","illegal desrtruction","illegal destruction","Open",,
"09/20/2012","BA-201204786","Arborist Illegal Activity","1842 ALMETA AVE NE, ATLANTA GA 30307",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"09/17/2012","BA-201204687","Arborist Illegal Activity","4620 WIEUCA RD NE, 10, ATLANTA GA 30342","illegal activity","illegal activity","Open",,
"09/06/2012","BA-201204477","Arborist Illegal Activity","960 LINDRIDGE DR NE, ATLANTA GA 30324","AARBORIST ILLEGAL TREE REMOVAL","ARBORIST ILLEGAL TREE REMOVAL","Assigned",,
"09/05/2012","BA-201204467","Arborist Illegal Activity","925 FOREST OVERLOOK DR SW, ATLANTA GA 30331","Illegal Activity without a permit9/6/12.  Follow up call by resident to K. Evans - Caller reports that he requested an inspection of possible illegal tree removal on 9/5/12.  Per caller, at least two dumpsters full of cut trees removed from the front yard were hauled away yesterday and  trees are now being removed from the rear yard.  The dumpster is marked:  SE Econowaste Disposal, 404.344.6550.","Illegal activity/complaint/Investigation","Closed - Illegal Activity",,
"08/27/2012","BA-201204306","Arborist Illegal Activity","3873 STRATFORD PARK DR NE, ATLANTA GA 30342","ARBORIST ILLEGAL TREE INSPECTION","ARBORIST ILLEGAL TREE INSPECTION","Assigned",,
"08/16/2012","BA-201204079","Arborist Illegal Activity","1150 CUMBERLAND RD NE, ATLANTA GA 30306","removal of 14"" hwds","illegal destruction","Open",,
"07/31/2012","BA-201203693","Arborist Illegal Activity","914 COLLIER RD NW, ATLANTA GA 30318",,"ARBORIST SITE INVESTIGATION","Assigned",,
"07/26/2012","BA-201203650","Arborist Illegal Activity","345 BRENTWOOD TER NE, ATLANTA GA 30305",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"07/24/2012","BA-201203569","Arborist Illegal Activity","624 GLENWOOD AVE SE, ATLANTA GA 30312",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"07/20/2012","BA-201203510","Arborist Illegal Activity","403 MAYNARD TER SE, ATLANTA GA 00000",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"07/19/2012","BA-201203481","Arborist Illegal Activity","3335 WOOD VALLEY RD NW, ATLANTA GA 30327","22"" pine illegal tree removal","illegal tree removal","Open",,
"07/13/2012","BA-201203349","Arborist Illegal Activity","851 Virgil ST NE, ATLANTA GA 30307","illegal tree removal","illegal tree removal","Open",,
"06/25/2012","BA-201203001","Arborist Illegal Activity","4412 ST ANDREWS DR NW, ATLANTA GA 30327",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"06/07/2012","BA-201202700","Arborist Illegal Activity","2041 WEST CEDAR LN SW, ATLANTA GA 30311","ILLEGAL TRE REMOVAL","ILLEGAL TREE REMOVAL","Assigned",,
"06/05/2012","BA-201202668","Arborist Illegal Activity","3884 PEACHTREE DUNWOODY RD NE, ATLANTA GA 30342",,"investigation","Pending - Illegal Activity",,
"05/18/2012","BA-201202375","Arborist Illegal Activity","1505 CHATTAHOOCHEE AVE NW, ATLANTA GA 0",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
